customer_id,city,state_province,country,region
42213,Chicago,Illinois,United States,Interior
43536,New Castle,Indiana,United States,Interior
47272,Houston,Texas,United States,Interior
33371,San Francisco,California,United States,Pacific
32578,Kenosha,Wisconsin,United States,Interior
34692,Pueblo,Colorado,United States,Pacific
37297,Raleigh,North Carolina,United States,Gulf
45858,Clinton,Maryland,United States,Atlantic
17490,Dover,New Hampshire,United States,Atlantic
21382,Roseville,California,United States,Pacific
45552,Lehi,Utah,United States,Pacific
24684,Auburn,Alabama,United States,Gulf
35779,Atlanta,Georgia,United States,Gulf
39068,Seattle,Washington,United States,Pacific
40659,New York City,New York,United States,Atlantic
44334,New York City,New York,United States,Atlantic
37584,New York City,New York,United States,Atlantic
17007,Los Angeles,California,United States,Pacific
21991,Houston,Texas,United States,Interior
33959,North Miami,Florida,United States,Gulf
40421,Lancaster,California,United States,Pacific
13437,New York City,New York,United States,Atlantic
33516,Milwaukee,Wisconsin,United States,Interior
11048,Jacksonville,North Carolina,United States,Gulf
40975,Montreal,Quebec,Canada,Atlantic
11715,Houston,Texas,United States,Interior
11979,Huntsville,Alabama,United States,Gulf
17182,San Diego,California,United States,Pacific
15801,Houston,Texas,United States,Interior
28646,Los Angeles,California,United States,Pacific
35884,Covington,Washington,United States,Pacific
39460,Coral Springs,Florida,United States,Gulf
45375,Peoria,Illinois,United States,Interior
21277,Philadelphia,Pennsylvania,United States,Atlantic
23375,Seattle,Washington,United States,Pacific
21961,Los Angeles,California,United States,Pacific
23963,New York City,New York,United States,Atlantic
25790,Philadelphia,Pennsylvania,United States,Atlantic
11699,Seattle,Washington,United States,Pacific
30947,San Diego,California,United States,Pacific
32312,New York City,New York,United States,Atlantic
41177,Springfield,Virginia,United States,Gulf
43977,Jacksonville,Florida,United States,Gulf
31822,Normal,Illinois,United States,Interior
18552,Houston,Texas,United States,Interior
27533,Jacksonville,Florida,United States,Gulf
12567,Dallas,Texas,United States,Interior
26805,Houston,Texas,United States,Interior
37619,New York City,New York,United States,Atlantic
39404,Lansing,Michigan,United States,Interior
15355,Los Angeles,California,United States,Pacific
20913,Philadelphia,Pennsylvania,United States,Atlantic
26903,Bristol,Tennessee,United States,Gulf
29806,Spokane,Washington,United States,Pacific
14968,Houston,Texas,United States,Interior
27839,Jacksonville,North Carolina,United States,Gulf
32454,Long Beach,California,United States,Pacific
22670,Sacramento,California,United States,Pacific
27414,Los Angeles,California,United States,Pacific
35842,Seattle,Washington,United States,Pacific
10978,Norfolk,Nebraska,United States,Interior
24264,Glendale,Arizona,United States,Pacific
27167,Mesa,Arizona,United States,Pacific
40106,Farmington,New Mexico,United States,Pacific
47454,Los Angeles,California,United States,Pacific
15166,Toledo,Ohio,United States,Atlantic
28401,Waynesboro,Virginia,United States,Gulf
33161,New York City,New York,United States,Atlantic
17336,Mcallen,Texas,United States,Interior
29673,Monroe,Louisiana,United States,Gulf
33028,Los Angeles,California,United States,Pacific
40545,Santa Maria,California,United States,Pacific
45797,Carrollton,Texas,United States,Interior
32860,Houston,Texas,United States,Interior
36120,Detroit,Michigan,United States,Interior
34629,Louisville,Kentucky,United States,Gulf
41681,Los Angeles,California,United States,Pacific
45179,New York City,New York,United States,Atlantic
20792,Aurora,Illinois,United States,Interior
39509,New York City,New York,United States,Atlantic
42372,Los Angeles,California,United States,Pacific
44306,Milwaukee,Wisconsin,United States,Interior
12693,Daytona Beach,Florida,United States,Gulf
41791,Houston,Texas,United States,Interior
14877,Washington,District of Columbia,United States,Atlantic
42269,Aurora,Colorado,United States,Pacific
21219,Houston,Texas,United States,Interior
11337,Philadelphia,Pennsylvania,United States,Atlantic
18078,Chicago,Illinois,United States,Interior
42190,Lawrence,Massachusetts,United States,Atlantic
36248,Los Angeles,California,United States,Pacific
43639,Houston,Texas,United States,Interior
14767,San Jose,California,United States,Pacific
34888,Chula Vista,California,United States,Pacific
34680,New York City,New York,United States,Atlantic
36718,Indianapolis,Indiana,United States,Interior
37500,Houston,Texas,United States,Interior
22975,Toronto,Ontario,Canada,Atlantic
38307,Owensboro,Kentucky,United States,Gulf
27225,Minneapolis,Minnesota,United States,Interior
32482,New York City,New York,United States,Atlantic
36891,Salem,Oregon,United States,Pacific
40923,Cuyahoga Falls,Ohio,United States,Atlantic
19644,Aurora,Illinois,United States,Interior
34470,Louisville,Colorado,United States,Pacific
13283,San Francisco,California,United States,Pacific
13337,Louisville,Colorado,United States,Pacific
22283,Houston,Texas,United States,Interior
36262,Chicago,Illinois,United States,Interior
19065,Los Angeles,California,United States,Pacific
27097,Camarillo,California,United States,Pacific
46243,Chester,Pennsylvania,United States,Atlantic
20507,Roswell,Georgia,United States,Gulf
28919,Philadelphia,Pennsylvania,United States,Atlantic
27202,Long Beach,New York,United States,Atlantic
19457,Los Angeles,California,United States,Pacific
23181,Seattle,Washington,United States,Pacific
37521,Phoenix,Arizona,United States,Pacific
45349,Columbia,South Carolina,United States,Gulf
46054,Woonsocket,Rhode Island,United States,Atlantic
19415,Naperville,Illinois,United States,Interior
29325,Pueblo,Colorado,United States,Pacific
36660,Columbia,Tennessee,United States,Gulf
42556,Wichita,Kansas,United States,Interior
33574,San Antonio,Texas,United States,Interior
39392,Bellevue,Washington,United States,Pacific
25447,Rochester,New York,United States,Atlantic
40029,Manchester,Connecticut,United States,Atlantic
11307,Seattle,Washington,United States,Pacific
22180,Indianapolis,Indiana,United States,Interior
31248,Cleveland,Ohio,United States,Atlantic
17826,Springfield,Virginia,United States,Gulf
30128,New York City,New York,United States,Atlantic
11104,Minneapolis,Minnesota,United States,Interior
15346,San Jose,California,United States,Pacific
24054,Norwich,Connecticut,United States,Atlantic
26651,Fayetteville,North Carolina,United States,Gulf
46581,Long Beach,New York,United States,Atlantic
23263,Detroit,Michigan,United States,Interior
12394,Los Angeles,California,United States,Pacific
18736,Seattle,Washington,United States,Pacific
32447,New York City,New York,United States,Atlantic
42120,Saint Charles,Missouri,United States,Interior
11246,Philadelphia,Pennsylvania,United States,Atlantic
32468,Los Angeles,California,United States,Pacific
16104,Saint Petersburg,Florida,United States,Gulf
31439,Pocatello,Idaho,United States,Pacific
34617,Royal Oak,Michigan,United States,Interior
37899,Hampton,Virginia,United States,Gulf
12147,Lakeland,Florida,United States,Gulf
14387,Monroe,Louisiana,United States,Gulf
22206,Newark,Delaware,United States,Atlantic
26532,Columbus,Indiana,United States,Interior
31892,Decatur,Alabama,United States,Gulf
45482,Lewiston,Maine,United States,Atlantic
47391,Philadelphia,Pennsylvania,United States,Atlantic
20323,Gilbert,Arizona,United States,Pacific
17728,New York City,New York,United States,Atlantic
21172,Philadelphia,Pennsylvania,United States,Atlantic
45907,Grand Prairie,Texas,United States,Interior
12714,Peoria,Arizona,United States,Pacific
37439,Miami,Florida,United States,Gulf
44628,San Diego,California,United States,Pacific
47162,Smyrna,Tennessee,United States,Gulf
12392,Los Angeles,California,United States,Pacific
17637,Houston,Texas,United States,Interior
38816,Philadelphia,Pennsylvania,United States,Atlantic
13757,Deltona,Florida,United States,Gulf
18594,Layton,Utah,United States,Pacific
43851,Rochester,New York,United States,Atlantic
29591,Long Beach,California,United States,Pacific
33138,East Point,Georgia,United States,Gulf
17537,Philadelphia,Pennsylvania,United States,Atlantic
28177,San Francisco,California,United States,Pacific
46642,Houston,Texas,United States,Interior
20486,Houston,Texas,United States,Interior
34309,Lakewood,Ohio,United States,Atlantic
42890,Richmond,Virginia,United States,Gulf
39096,Gilbert,Arizona,United States,Pacific
19287,Lancaster,Pennsylvania,United States,Atlantic
19702,New York City,New York,United States,Atlantic
11225,Carol Stream,Illinois,United States,Interior
38655,Hollywood,Florida,United States,Gulf
40624,New York City,New York,United States,Atlantic
47349,Houston,Texas,United States,Interior
18566,Richmond,Kentucky,United States,Gulf
43928,Philadelphia,Pennsylvania,United States,Atlantic
14695,New York City,New York,United States,Atlantic
21037,Sterling Heights,Michigan,United States,Interior
43702,Fayetteville,North Carolina,United States,Gulf
15530,Pasadena,California,United States,Pacific
35616,New York City,New York,United States,Atlantic
36514,Holyoke,Massachusetts,United States,Atlantic
43212,Vineland,New Jersey,United States,Atlantic
19819,Houston,Texas,United States,Interior
13883,Dallas,Texas,United States,Interior
23053,Clinton,Maryland,United States,Atlantic
25741,Philadelphia,Pennsylvania,United States,Atlantic
38046,Franklin,Massachusetts,United States,Atlantic
44054,Nashville,Tennessee,United States,Gulf
39812,Tempe,Arizona,United States,Pacific
26896,Wilmington,Delaware,United States,Atlantic
32846,Seattle,Washington,United States,Pacific
16984,Chicago,Illinois,United States,Interior
39663,Amarillo,Texas,United States,Interior
33791,Mesa,Arizona,United States,Pacific
37376,Baltimore,Maryland,United States,Atlantic
40356,San Francisco,California,United States,Pacific
28961,Bakersfield,California,United States,Pacific
13400,New York City,New York,United States,Atlantic
13493,New York City,New York,United States,Atlantic
13211,Highland Park,Illinois,United States,Interior
11237,New York City,New York,United States,Atlantic
30086,Louisville,Kentucky,United States,Gulf
29675,Los Angeles,California,United States,Pacific
40589,Philadelphia,Pennsylvania,United States,Atlantic
30627,Mesa,Arizona,United States,Pacific
34127,Philadelphia,Pennsylvania,United States,Atlantic
38608,Oxnard,California,United States,Pacific
18869,Lakeville,Minnesota,United States,Interior
22934,Houston,Texas,United States,Interior
45762,San Francisco,California,United States,Pacific
15318,New York City,New York,United States,Atlantic
18330,Hattiesburg,Mississippi,United States,Gulf
37969,Saint Louis,Missouri,United States,Interior
43816,Los Angeles,California,United States,Pacific
37929,Seattle,Washington,United States,Pacific
39166,Dallas,Texas,United States,Interior
14697,Houston,Texas,United States,Interior
14646,Kirkwood,Missouri,United States,Interior
28758,Philadelphia,Pennsylvania,United States,Atlantic
32363,Bakersfield,California,United States,Pacific
22467,San Francisco,California,United States,Pacific
18440,New York City,New York,United States,Atlantic
21765,New York City,New York,United States,Atlantic
30905,Milwaukee,Wisconsin,United States,Interior
45881,Jacksonville,Florida,United States,Gulf
46924,Redmond,Oregon,United States,Pacific
46586,Raleigh,North Carolina,United States,Gulf
47225,New York City,New York,United States,Atlantic
23823,Greensboro,North Carolina,United States,Gulf
40869,Richmond,Indiana,United States,Interior
47468,Marietta,Georgia,United States,Gulf
16272,Los Angeles,California,United States,Pacific
18517,Phoenix,Arizona,United States,Pacific
12595,Florence,Kentucky,United States,Gulf
20883,San Francisco,California,United States,Pacific
20939,Allentown,Pennsylvania,United States,Atlantic
34694,San Francisco,California,United States,Pacific
45251,Springfield,Ohio,United States,Atlantic
20281,New York City,New York,United States,Atlantic
41420,Bolingbrook,Illinois,United States,Interior
14366,Bowling Green,Ohio,United States,Atlantic
29442,Florence,Kentucky,United States,Gulf
30011,New York City,New York,United States,Atlantic
36991,Arlington,Texas,United States,Interior
22712,Houston,Texas,United States,Interior
30186,Los Angeles,California,United States,Pacific
28658,San Diego,California,United States,Pacific
11615,Los Angeles,California,United States,Pacific
20122,Dallas,Texas,United States,Interior
27328,Chicago,Illinois,United States,Interior
34853,Fairfield,Connecticut,United States,Atlantic
35483,Detroit,Michigan,United States,Interior
11708,San Diego,California,United States,Pacific
39271,Los Angeles,California,United States,Pacific
28373,Los Angeles,California,United States,Pacific
20631,San Francisco,California,United States,Pacific
37173,San Francisco,California,United States,Pacific
40162,Durham,North Carolina,United States,Gulf
40167,Tucson,Arizona,United States,Pacific
13766,Houston,Texas,United States,Interior
28875,Medford,Oregon,United States,Pacific
16524,Houston,Texas,United States,Interior
21212,San Diego,California,United States,Pacific
32109,Rochester,Minnesota,United States,Interior
23475,Richmond,Virginia,United States,Gulf
24404,Tamarac,Florida,United States,Gulf
28429,Seattle,Washington,United States,Pacific
33665,La Quinta,California,United States,Pacific
35966,New York City,New York,United States,Atlantic
41219,New York City,New York,United States,Atlantic
13050,El Paso,Texas,United States,Interior
17987,New York City,New York,United States,Atlantic
29827,Philadelphia,Pennsylvania,United States,Atlantic
30984,New York City,New York,United States,Atlantic
37696,Pasadena,California,United States,Pacific
42052,Montgomery,Alabama,United States,Gulf
23333,Los Angeles,California,United States,Pacific
29801,Austin,Texas,United States,Interior
35623,Los Angeles,California,United States,Pacific
37670,Revere,Massachusetts,United States,Atlantic
16361,Paterson,New Jersey,United States,Atlantic
16613,Aurora,Colorado,United States,Pacific
18960,Redlands,California,United States,Pacific
22892,New York City,New York,United States,Atlantic
19420,Seattle,Washington,United States,Pacific
20367,New York City,New York,United States,Atlantic
15250,Philadelphia,Pennsylvania,United States,Atlantic
19434,Anaheim,California,United States,Pacific
27155,Chicago,Illinois,United States,Interior
45795,Atlanta,Georgia,United States,Gulf
18454,North Charleston,South Carolina,United States,Gulf
22024,Los Angeles,California,United States,Pacific
42876,Des Moines,Iowa,United States,1/0/00
47314,Provo,Utah,United States,Pacific
20946,Coral Springs,Florida,United States,Gulf
27685,Philadelphia,Pennsylvania,United States,Atlantic
17404,New York City,New York,United States,Atlantic
23452,Los Angeles,California,United States,Pacific
29143,Seattle,Washington,United States,Pacific
33504,Houston,Texas,United States,Interior
41058,Philadelphia,Pennsylvania,United States,Atlantic
28105,San Diego,California,United States,Pacific
36526,Clinton,Maryland,United States,Atlantic
40141,Long Beach,California,United States,Pacific
40939,Des Moines,Washington,United States,Pacific
23242,Los Angeles,California,United States,Pacific
28030,Santa Fe,New Mexico,United States,Pacific
37530,Columbus,Georgia,United States,Gulf
39945,Sacramento,California,United States,Pacific
17397,Naperville,Illinois,United States,Interior
31992,Nashville,Tennessee,United States,Gulf
41898,Las Vegas,Nevada,United States,Pacific
44166,Lawrence,Massachusetts,United States,Atlantic
46441,Long Beach,New York,United States,Atlantic
18020,Quincy,Massachusetts,United States,Atlantic
28987,Seattle,Washington,United States,Pacific
39523,Oceanside,California,United States,Pacific
42295,Philadelphia,Pennsylvania,United States,Atlantic
15369,Philadelphia,Pennsylvania,United States,Atlantic
15733,Seattle,Washington,United States,Pacific
32459,New York City,New York,United States,Atlantic
33824,Avondale,Arizona,United States,Pacific
38244,Tucson,Arizona,United States,Pacific
40083,Columbus,Ohio,United States,Atlantic
43809,Dubuque,Iowa,United States,1/0/00
13682,Concord,New Hampshire,United States,Atlantic
14690,Philadelphia,Pennsylvania,United States,Atlantic
30165,Rockford,Illinois,United States,Interior
30884,New York City,New York,United States,Atlantic
46763,Bayonne,New Jersey,United States,Atlantic
15227,Mesa,Arizona,United States,Pacific
15894,Houston,Texas,United States,Interior
17600,Oceanside,New York,United States,Atlantic
21310,Portland,Oregon,United States,Pacific
47293,Philadelphia,Pennsylvania,United States,Atlantic
16403,Arlington,Virginia,United States,Gulf
21158,San Francisco,California,United States,Pacific
30023,Detroit,Michigan,United States,Interior
34043,Seattle,Washington,United States,Pacific
11342,New York City,New York,United States,Atlantic
19973,Los Angeles,California,United States,Pacific
23104,San Francisco,California,United States,Pacific
33929,Aurora,Colorado,United States,Pacific
20038,Aurora,Colorado,United States,Pacific
39301,Quincy,Illinois,United States,Interior
42344,Cambridge,Massachusetts,United States,Atlantic
46994,Portland,Oregon,United States,Pacific
16123,Wilson,North Carolina,United States,Gulf
18783,Thornton,Colorado,United States,Pacific
20344,Los Angeles,California,United States,Pacific
30802,Rockville,Maryland,United States,Atlantic
31444,San Diego,California,United States,Pacific
35198,Hillsboro,Oregon,United States,Pacific
35548,Middletown,Connecticut,United States,Atlantic
46264,Los Angeles,California,United States,Pacific
15605,Reading,Pennsylvania,United States,Atlantic
11818,San Francisco,California,United States,Pacific
21907,Warner Robins,Georgia,United States,Gulf
25286,Philadelphia,Pennsylvania,United States,Atlantic
23872,Portland,Oregon,United States,Pacific
36255,Cincinnati,Ohio,United States,Atlantic
42043,Springfield,Virginia,United States,Gulf
42150,Columbus,Ohio,United States,Atlantic
16137,Houston,Texas,United States,Interior
21779,Dallas,Texas,United States,Interior
22432,San Francisco,California,United States,Pacific
14926,Detroit,Michigan,United States,Interior
19525,Springfield,Virginia,United States,Gulf
39005,Rochester,New York,United States,Atlantic
13689,Rochester,New York,United States,Atlantic
33420,Seattle,Washington,United States,Pacific
41252,Louisville,Kentucky,United States,Gulf
19903,Orland Park,Illinois,United States,Interior
45718,Dallas,Texas,United States,Interior
37717,New York City,New York,United States,Atlantic
42955,Los Angeles,California,United States,Pacific
32564,Mcallen,Texas,United States,Interior
14074,Los Angeles,California,United States,Pacific
40841,Dallas,Texas,United States,Interior
40853,Detroit,Michigan,United States,Interior
14466,San Francisco,California,United States,Pacific
18526,New York City,New York,United States,Atlantic
39525,Los Angeles,California,United States,Pacific
31381,Bloomington,Illinois,United States,Interior
22913,San Diego,California,United States,Pacific
36141,Lubbock,Texas,United States,Interior
47036,San Antonio,Texas,United States,Interior
21275,Denver,Colorado,United States,Pacific
32795,Sparks,Nevada,United States,Pacific
36814,Newark,Delaware,United States,Atlantic
43319,San Francisco,California,United States,Pacific
29717,Rancho Cucamonga,California,United States,Pacific
16440,Henderson,Kentucky,United States,Gulf
37241,San Francisco,California,United States,Pacific
21786,Denver,Colorado,United States,Pacific
36185,New York City,New York,United States,Atlantic
22997,Buffalo,New York,United States,Atlantic
17166,New York City,New York,United States,Atlantic
32172,Philadelphia,Pennsylvania,United States,Atlantic
37115,Salem,Oregon,United States,Pacific
15843,Seattle,Washington,United States,Pacific
21317,Los Angeles,California,United States,Pacific
27608,Troy,New York,United States,Atlantic
29052,Chesapeake,Virginia,United States,Gulf
32237,San Antonio,Texas,United States,Interior
11468,Haltom City,Texas,United States,Interior
15950,Long Beach,New York,United States,Atlantic
26686,Lakewood,Ohio,United States,Atlantic
30912,Quincy,Illinois,United States,Interior
35912,San Francisco,California,United States,Pacific
45396,Coral Springs,Florida,United States,Gulf
32263,Scottsdale,Arizona,United States,Pacific
16790,Burlington,Vermont,United States,Atlantic
17084,Houston,Texas,United States,Interior
17096,Houston,Texas,United States,Interior
25349,Philadelphia,Pennsylvania,United States,Atlantic
13995,West Jordan,Utah,United States,Pacific
32585,Franklin,Massachusetts,United States,Atlantic
36337,Hampton,Virginia,United States,Gulf
38942,Houston,Texas,United States,Interior
41763,New York City,New York,United States,Atlantic
41835,Dubuque,Iowa,United States,1/0/00
44038,Burlington,Vermont,United States,Atlantic
44563,San Diego,California,United States,Pacific
12457,Philadelphia,Pennsylvania,United States,Atlantic
17936,Springfield,Missouri,United States,Interior
23699,New York City,New York,United States,Atlantic
40174,Lawrence,Indiana,United States,Interior
12210,Roseville,Minnesota,United States,Interior
12562,Richmond,Indiana,United States,Interior
38118,Philadelphia,Pennsylvania,United States,Atlantic
45468,Brentwood,California,United States,Pacific
16867,Houston,Texas,United States,Interior
40580,Plantation,Florida,United States,Gulf
43648,Los Angeles,California,United States,Pacific
43711,New York City,New York,United States,Atlantic
20610,Houston,Texas,United States,Interior
26574,Miami,Florida,United States,Gulf
40337,Columbus,Indiana,United States,Interior
42750,Newark,Delaware,United States,Atlantic
47295,Aurora,Colorado,United States,Pacific
13568,Rio Rancho,New Mexico,United States,Pacific
29101,Springfield,Oregon,United States,Pacific
38879,Dover,Delaware,United States,Atlantic
45174,Springfield,Virginia,United States,Gulf
19952,Toledo,Ohio,United States,Atlantic
35751,Harrisonburg,Virginia,United States,Gulf
40125,Chicago,Illinois,United States,Interior
18442,New York City,New York,United States,Atlantic
41303,Boise,Idaho,United States,Pacific
47398,San Diego,California,United States,Pacific
17152,San Diego,California,United States,Pacific
20703,Las Vegas,Nevada,United States,Pacific
12492,San Francisco,California,United States,Pacific
17868,Miami,Florida,United States,Gulf
19646,Aurora,Colorado,United States,Pacific
26847,San Diego,California,United States,Pacific
37843,Philadelphia,Pennsylvania,United States,Atlantic
39257,Seattle,Washington,United States,Pacific
43436,Marion,Ohio,United States,Atlantic
46952,New York City,New York,United States,Atlantic
13402,Phoenix,Arizona,United States,Pacific
28462,Newark,Ohio,United States,Atlantic
29729,Monroe,North Carolina,United States,Gulf
32641,Port Arthur,Texas,United States,Interior
34034,Fort Worth,Texas,United States,Interior
36288,Lawrence,Indiana,United States,Interior
46831,Philadelphia,Pennsylvania,United States,Atlantic
13932,Quincy,Massachusetts,United States,Atlantic
16279,Cambridge,Massachusetts,United States,Atlantic
19352,Frisco,Texas,United States,Interior
22362,Memphis,Tennessee,United States,Gulf
28135,Los Angeles,California,United States,Pacific
45935,Fort Worth,Texas,United States,Interior
13540,Morristown,New Jersey,United States,Atlantic
38347,San Antonio,Texas,United States,Interior
25972,Los Angeles,California,United States,Pacific
43844,Los Angeles,California,United States,Pacific
18260,Wilmington,North Carolina,United States,Gulf
12842,Springfield,Missouri,United States,Interior
20878,Jackson,Tennessee,United States,Gulf
44913,Leominster,Massachusetts,United States,Atlantic
15661,Los Angeles,California,United States,Pacific
17665,New York City,New York,United States,Atlantic
21401,Everett,Massachusetts,United States,Atlantic
22838,Pembroke Pines,Florida,United States,Gulf
28861,Lake Elsinore,California,United States,Pacific
35611,Newark,Delaware,United States,Atlantic
11036,Champaign,Illinois,United States,Interior
15614,New York City,New York,United States,Atlantic
18400,San Francisco,California,United States,Pacific
26623,Freeport,New York,United States,Atlantic
33357,Austin,Texas,United States,Interior
38564,Columbus,Ohio,United States,Atlantic
19539,Allen,Texas,United States,Interior
34526,San Francisco,California,United States,Pacific
36968,Detroit,Michigan,United States,Interior
44768,Santa Ana,California,United States,Pacific
12226,Jacksonville,North Carolina,United States,Gulf
12637,Philadelphia,Pennsylvania,United States,Atlantic
34636,Las Vegas,Nevada,United States,Pacific
27540,Seattle,Washington,United States,Pacific
30674,Seattle,Washington,United States,Pacific
32627,Houston,Texas,United States,Interior
37276,Jackson,Michigan,United States,Interior
37990,San Diego,California,United States,Pacific
46859,Seattle,Washington,United States,Pacific
44552,Moncton,New Brunswick,Canada,Atlantic
13183,Philadelphia,Pennsylvania,United States,Atlantic
13519,Jacksonville,North Carolina,United States,Gulf
32902,New York City,New York,United States,Atlantic
37045,Philadelphia,Pennsylvania,United States,Atlantic
38279,New York City,New York,United States,Atlantic
47281,Concord,New Hampshire,United States,Atlantic
15621,Hempstead,New York,United States,Atlantic
21086,New York City,New York,United States,Atlantic
32804,Springfield,Missouri,United States,Interior
37199,Tallahassee,Florida,United States,Gulf
46028,Clarksville,Tennessee,United States,Gulf
46460,Lakewood,California,United States,Pacific
37766,New York City,New York,United States,Atlantic
44850,Bloomington,Illinois,United States,Interior
46868,San Diego,California,United States,Pacific
17467,New York City,New York,United States,Atlantic
20241,Troy,Ohio,United States,Atlantic
22311,Marion,Ohio,United States,Atlantic
22537,San Francisco,California,United States,Pacific
27127,Santa Barbara,California,United States,Pacific
33917,San Diego,California,United States,Pacific
39056,Thousand Oaks,California,United States,Pacific
41693,North Las Vegas,Nevada,United States,Pacific
46532,Indianapolis,Indiana,United States,Interior
25321,Henderson,Kentucky,United States,Gulf
19959,Los Angeles,California,United States,Pacific
47463,Columbus,Indiana,United States,Interior
12077,Jackson,Michigan,United States,Interior
22635,Roswell,Georgia,United States,Gulf
33532,New York City,New York,United States,Atlantic
39775,Cleveland,Ohio,United States,Atlantic
42645,Los Angeles,California,United States,Pacific
31297,Colorado Springs,Colorado,United States,Pacific
33313,Troy,Ohio,United States,Atlantic
40988,Suffolk,Virginia,United States,Gulf
17908,Las Vegas,Nevada,United States,Pacific
19469,Baltimore,Maryland,United States,Atlantic
24502,San Jose,California,United States,Pacific
35492,San Diego,California,United States,Pacific
30389,Revere,Massachusetts,United States,Atlantic
38678,Riverside,California,United States,Pacific
13659,Portland,Oregon,United States,Pacific
15493,Jackson,Mississippi,United States,Gulf
16774,Los Angeles,California,United States,Pacific
20680,Los Angeles,California,United States,Pacific
32020,Los Angeles,California,United States,Pacific
38258,Newark,Ohio,United States,Atlantic
40736,Cary,North Carolina,United States,Gulf
24544,Los Angeles,California,United States,Pacific
27960,Cleveland,Ohio,United States,Atlantic
28387,New York City,New York,United States,Atlantic
34419,Louisville,Colorado,United States,Pacific
43466,Memphis,Tennessee,United States,Gulf
17880,Philadelphia,Pennsylvania,United States,Atlantic
24985,Dover,New Hampshire,United States,Atlantic
37213,Glenview,Illinois,United States,Interior
12051,Arlington,Virginia,United States,Gulf
32181,Miami,Florida,United States,Gulf
44572,Lindenhurst,New York,United States,Atlantic
45223,Bullhead City,Arizona,United States,Pacific
16641,Seattle,Washington,United States,Pacific
19317,Jacksonville,North Carolina,United States,Gulf
11190,Philadelphia,Pennsylvania,United States,Atlantic
44040,Superior,Wisconsin,United States,Interior
12359,Los Angeles,California,United States,Pacific
15080,Rochester,New York,United States,Atlantic
23300,Dublin,Ohio,United States,Atlantic
25965,Gilbert,Arizona,United States,Pacific
34407,New York City,New York,United States,Atlantic
35317,Los Angeles,California,United States,Pacific
38167,Philadelphia,Pennsylvania,United States,Atlantic
38732,San Diego,California,United States,Pacific
44145,Detroit,Michigan,United States,Interior
12695,Lawrence,Massachusetts,United States,Atlantic
15360,New York City,New York,United States,Atlantic
46502,Houston,Texas,United States,Interior
17686,Chicago,Illinois,United States,Interior
18988,Clinton,Maryland,United States,Atlantic
20540,San Francisco,California,United States,Pacific
25209,Fayetteville,Arkansas,United States,Gulf
30821,Murfreesboro,Tennessee,United States,Gulf
38804,Los Angeles,California,United States,Pacific
42017,Eau Claire,Wisconsin,United States,Interior
45573,Visalia,California,United States,Pacific
46649,Philadelphia,Pennsylvania,United States,Atlantic
30207,Detroit,Michigan,United States,Interior
36148,Missoula,Montana,United States,Pacific
46805,Grand Prairie,Texas,United States,Interior
14207,Gaithersburg,Maryland,United States,Atlantic
43317,San Antonio,Texas,United States,Interior
12114,Philadelphia,Pennsylvania,United States,Atlantic
18533,Charlotte,North Carolina,United States,Gulf
24901,Jacksonville,Florida,United States,Gulf
12709,Amarillo,Texas,United States,Interior
28889,Oakland,California,United States,Pacific
27722,Raleigh,North Carolina,United States,Gulf
16970,Toledo,Ohio,United States,Atlantic
43499,Seattle,Washington,United States,Pacific
16956,Springfield,Ohio,United States,Atlantic
23795,Concord,North Carolina,United States,Gulf
20815,New York City,New York,United States,Atlantic
28275,New York City,New York,United States,Atlantic
42500,Westfield,New Jersey,United States,Atlantic
12182,Los Angeles,California,United States,Pacific
43688,Concord,New Hampshire,United States,Atlantic
45840,Montreal,Quebec,Canada,Atlantic
16277,San Diego,California,United States,Pacific
26350,Fayetteville,North Carolina,United States,Gulf
36746,Seattle,Washington,United States,Pacific
40608,Los Angeles,California,United States,Pacific
21949,New York City,New York,United States,Atlantic
43774,Plainfield,New Jersey,United States,Atlantic
18386,San Francisco,California,United States,Pacific
41896,Chicago,Illinois,United States,Interior
44089,San Francisco,California,United States,Pacific
11946,Atlantic City,New Jersey,United States,Atlantic
13794,Atlanta,Georgia,United States,Gulf
19665,Los Angeles,California,United States,Pacific
38398,Dallas,Texas,United States,Interior
31236,Arlington,Virginia,United States,Gulf
44495,Los Angeles,California,United States,Pacific
40505,Rockville,Maryland,United States,Atlantic
35455,Smyrna,Georgia,United States,Gulf
15444,Chattanooga,Tennessee,United States,Gulf
15565,Lancaster,Ohio,United States,Atlantic
33845,Springfield,Virginia,United States,Gulf
16951,Houston,Texas,United States,Interior
18841,Tulsa,Oklahoma,United States,Interior
39894,Los Angeles,California,United States,Pacific
36577,Jackson,Mississippi,United States,Gulf
16762,New York City,New York,United States,Atlantic
22859,Chicago,Illinois,United States,Interior
32732,New York City,New York,United States,Atlantic
35056,Henderson,Kentucky,United States,Gulf
13701,New York City,New York,United States,Atlantic
28581,Long Beach,New York,United States,Atlantic
11874,New York City,New York,United States,Atlantic
22313,Oceanside,New York,United States,Atlantic
29437,Los Angeles,California,United States,Pacific
29689,Tampa,Florida,United States,Gulf
33707,Los Angeles,California,United States,Pacific
34827,Philadelphia,Pennsylvania,United States,Atlantic
18918,Newark,Ohio,United States,Atlantic
19133,Houston,Texas,United States,Interior
28399,La Crosse,Wisconsin,United States,Interior
29407,New York City,New York,United States,Atlantic
