lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1793752,-75.2362381,MCKEAN RD & RT309 OVERPASS; LOWER GWYNEDD; 2015-12-20 @ 13:20:39-Station:STA7;,,Fire: RESCUE - ELEVATOR,2015-12-20 13:22:00,LOWER GWYNEDD,MCKEAN RD & RT309 OVERPASS,1
40.2470749,-75.3054358,ALLENTOWN RD & WOODLAWN DR;  TOWAMENCIN; Station 345B; 2015-12-20 @ 13:24:51;,19446,EMS: FALL VICTIM,2015-12-20 13:27:00,TOWAMENCIN,ALLENTOWN RD & WOODLAWN DR,1
40.1892440,-75.1355370,EASTON RD & MAPLE AVE;  HORSHAM; Station 352; 2015-12-20 @ 13:35:10;,19044,EMS: DIZZINESS,2015-12-20 13:37:01,HORSHAM,EASTON RD & MAPLE AVE,1
40.2605317,-75.3995089,APRIL HILL WAY & DEAD END; LOWER SALFORD; 2015-12-20 @ 13:43:12-Station:STA89;,,Fire: FIRE ALARM,2015-12-20 13:47:00,LOWER SALFORD,APRIL HILL WAY & DEAD END,1
40.1192546,-75.2362381,1ST AVE & DEAD END; WHITEMARSH; 2015-12-20 @ 13:46:56-Station:STA29;,,Fire: FIRE ALARM,2015-12-20 13:52:00,WHITEMARSH,1ST AVE & DEAD END,1
40.2283558,-75.6611810,POTTSTOWN PIKE & W CEDARVILLE RD; CHESTER COUNTY; 2015-12-20 @ 13:51:27;,19465,Traffic: VEHICLE ACCIDENT -,2015-12-20 13:57:00,CHESTER COUNTY,POTTSTOWN PIKE & W CEDARVILLE RD,1
40.2179846,-75.2444196,RT202 PKWY & WELSH RD; MONTGOMERY; 2015-12-20 @ 13:56:26;,,Traffic: DISABLED VEHICLE -,2015-12-20 14:02:01,MONTGOMERY,RT202 PKWY & WELSH RD,1
40.2584961,-75.6380333,SPRUCE ST & WILSON ST;  POTTSTOWN; Station 329; 2015-12-20 @ 14:01:52;,19464,EMS: GENERAL WEAKNESS,2015-12-20 14:07:01,POTTSTOWN,SPRUCE ST & WILSON ST,1
40.0354582,-75.2560428,RAMP HOLLOW RD TO I76  & HOLLOW RD; LOWER MERION; 2015-12-20 @ 14:01:59;,19072,Traffic: DISABLED VEHICLE -,2015-12-20 14:07:01,LOWER MERION,RAMP HOLLOW RD TO I76  & HOLLOW RD,1
40.0348666,-75.3276061,MONTGOMERY AVE & THORNBROOK AVE; LOWER MERION; 2015-12-20 @ 14:05:31;,19010,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:07:01,LOWER MERION,MONTGOMERY AVE & THORNBROOK AVE,1
40.2352518,-75.6558036,KLINE AVE & LINDBERG AVE;  CHESTER COUNTY; Station 3A84; 2015-12-20 @ 14:11:24;,19465,EMS: OVERDOSE,2015-12-20 14:17:00,CHESTER COUNTY,KLINE AVE & LINDBERG AVE,1
40.1644656,-75.1353356,BLAIR MILL RD & WITMER RD;  UPPER MORELAND; Station 384; 2015-12-20 @ 14:14:13;,19044,EMS: SYNCOPAL EPISODE,2015-12-20 14:17:00,UPPER MORELAND,BLAIR MILL RD & WITMER RD,1
40.1772723,-75.1061958,MORELAND AVE & S YORK RD;  HATBORO; Station 384; 2015-12-20 @ 14:16:28;,19040,EMS: MEDICAL ALERT ALARM,2015-12-20 14:22:00,HATBORO,MORELAND AVE & S YORK RD,1
40.2570092,-75.6704950,PULASKI ST & GLASGOW ST;  WEST POTTSGROVE; Station 329; 2015-12-20 @ 14:22:09;,19464,EMS: SEIZURES,2015-12-20 14:27:00,WEST POTTSGROVE,PULASKI ST & GLASGOW ST,1
40.2459704,-75.6528170,YORK ST & HIGH ST;  POTTSTOWN; Station 329; 2015-12-20 @ 14:21:15;,19464,EMS: RESPIRATORY EMERGENCY,2015-12-20 14:27:01,POTTSTOWN,YORK ST & HIGH ST,1
40.0727310,-75.1559688,CHELTENHAM AVE & 79TH AVE; CHELTENHAM; 2015-12-20 @ 14:21:15;,19150,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:27:01,CHELTENHAM,CHELTENHAM AVE & 79TH AVE,1
40.0855923,-75.3912204,GULPH RD & KIRK AVE; UPPER MERION; 2015-12-20 @ 14:21:55;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:27:01,UPPER MERION,GULPH RD & KIRK AVE,1
40.0855923,-75.3912204,GULPH RD & KIRK AVE; UPPER MERION; 2015-12-20 @ 14:25:21;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:27:01,UPPER MERION,GULPH RD & KIRK AVE,1
40.2489269,-75.6404302,HALE ST & SPRUCE ALY;  POTTSTOWN; Station 329; 2015-12-20 @ 14:28:46;,19464,EMS: BACK PAINS/INJURY,2015-12-20 14:32:00,POTTSTOWN,HALE ST & SPRUCE ALY,1
39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2015-12-20 @ 14:33:23;,19151,EMS: FALL VICTIM,2015-12-20 14:37:01,LOWER MERION,CITY AVE & HOLLINGSWORTH RD,1
40.1793752,-75.2362381,BETHLEHEM PIKE & JOHN ROTELLE DR; LOWER GWYNEDD; 2015-12-20 @ 14:32:42-Station:STA7;,,Fire: FIRE ALARM,2015-12-20 14:37:01,LOWER GWYNEDD,BETHLEHEM PIKE & JOHN ROTELLE DR,1
40.2491706,-75.2391333,COVENTRY CIR & MONTGOMERY GLEN DR; MONTGOMERY; 2015-12-20 @ 14:34:18-Station:STA18;,19446,Fire: FIRE ALARM,2015-12-20 14:37:01,MONTGOMERY,COVENTRY CIR & MONTGOMERY GLEN DR,1
40.1302785,-75.4521468,MILL RD & CRESSON BLVD;  UPPER PROVIDENCE; Station 322A; 2015-12-20 @ 14:36:54;,19460,EMS: SYNCOPAL EPISODE,2015-12-20 14:42:01,UPPER PROVIDENCE,MILL RD & CRESSON BLVD,1
40.3095732,-75.3606096,ALLENTOWN RD & HARVEST DR; FRANCONIA; 2015-12-20 @ 14:38:55;,18969,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:42:02,FRANCONIA,ALLENTOWN RD & HARVEST DR,1
40.0235671,-75.3226115,W LANCASTER AVE & N WARNER AVE; LOWER MERION; 2015-12-20 @ 14:43:49;,19010,Traffic: VEHICLE ACCIDENT -,2015-12-20 14:47:00,LOWER MERION,W LANCASTER AVE & N WARNER AVE,1
40.1459229,-75.2955031,ARCH STREET RD & NETHERWOOD DR;  WHITPAIN; Station 385; 2015-12-20 @ 14:50:17;,19422,EMS: HEAD INJURY,2015-12-20 14:52:00,WHITPAIN,ARCH STREET RD & NETHERWOOD DR,1
40.0688245,-75.3112438,CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2015-12-20 @ 14:56:11;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:01:00,WEST CONSHOHOCKEN,CRAWFORD AVE & FRONT ST,1
40.1527341,-75.2264827,BUTLER AVE & S CHESTNUT ST;  AMBLER; Station 351; 2015-12-20 @ 15:00:38;,19002,EMS: HEAD INJURY,2015-12-20 15:02:01,AMBLER,BUTLER AVE & S CHESTNUT ST,1
40.1212331,-75.3882412,YORKTOWN  & BASSETT LN; WEST NORRITON; 2015-12-20 @ 14:56:37-Station:STA46;,19403,Fire: FIRE INVESTIGATION,2015-12-20 15:02:01,WEST NORRITON,YORKTOWN  & BASSETT LN,1
40.1250215,-75.1211446,EDGE HILL RD; ABINGTON; 2015-12-20 @ 14:57:23-Station:STA100;,,Fire: UNKNOWN TYPE FIRE,2015-12-20 15:02:01,ABINGTON,EDGE HILL RD,1
40.2229497,-75.5312017,VICTORY WAY & PAGEANT CT; LIMERICK; 2015-12-20 @ 15:03:11-Station:STA54;,19468,Fire: FIRE ALARM,2015-12-20 15:07:00,LIMERICK,VICTORY WAY & PAGEANT CT,1
40.1433257,-75.4228190,RT422  & PAWLINGS RD OVERPASS; LOWER PROVIDENCE; 2015-12-20 @ 15:02:42;,,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:07:00,LOWER PROVIDENCE,RT422  & PAWLINGS RD OVERPASS,1
40.2310101,-75.2501854,BELL RUN BLVD & KNAPP RD; MONTGOMERY; 2015-12-20 @ 15:06:09;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:11:01,MONTGOMERY,BELL RUN BLVD & KNAPP RD,1
40.1193180,-75.3522687,KOHN ST & W AIRY ST;  NORRISTOWN; Station 308A; 2015-12-20 @ 15:07:59;,19401,EMS: SEIZURES,2015-12-20 15:12:01,NORRISTOWN,KOHN ST & W AIRY ST,1
40.1431830,-75.1191500,PARK AVE & MORELAND RD; UPPER MORELAND; 2015-12-20 @ 15:11:54;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:17:00,UPPER MORELAND,PARK AVE & MORELAND RD,1
40.1339362,-75.3450564,LOCUST ST & LAUREL DR;  NORRISTOWN; Station 308A; 2015-12-20 @ 15:15:59;,19401,EMS: SUBJECT IN PAIN,2015-12-20 15:21:01,NORRISTOWN,LOCUST ST & LAUREL DR,1
40.1271671,-75.2678675,HASTINGS DR & CROMWELL DR;  WHITPAIN; Station 385; 2015-12-20 @ 15:18:12;,19422,EMS: CVA/STROKE,2015-12-20 15:22:00,WHITPAIN,HASTINGS DR & CROMWELL DR,1
40.2466476,-75.6417829,WASHINGTON ST & CHESTNUT ST;  POTTSTOWN; Station 329; 2015-12-20 @ 15:16:45;,19464,EMS: RESPIRATORY EMERGENCY,2015-12-20 15:22:00,POTTSTOWN,WASHINGTON ST & CHESTNUT ST,1
40.2479033,-75.3592676,OLD FORTY FOOT RD & RITTENHOUSE RD; TOWAMENCIN; 2015-12-20 @ 15:18:16;,19438,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:22:01,TOWAMENCIN,OLD FORTY FOOT RD & RITTENHOUSE RD,1
40.2596833,-75.2859901,TREMONT DR & WEDGEWOOD DR;  LANSDALE; Station 345; 2015-12-20 @ 15:25:21;,19446,EMS: BACK PAINS/INJURY,2015-12-20 15:27:01,LANSDALE,TREMONT DR & WEDGEWOOD DR,1
40.2494951,-75.6635208,RT100 NB & W KING ST; POTTSTOWN; 2015-12-20 @ 15:30:29;,19464,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:32:01,POTTSTOWN,RT100 NB & W KING ST,1
40.3096342,-75.3157512,LINCOLN AVE & WOOD ALY;  TELFORD; Station 339; 2015-12-20 @ 15:42:12;,18964,EMS: GENERAL WEAKNESS,2015-12-20 15:47:00,TELFORD,LINCOLN AVE & WOOD ALY,1
40.2465386,-75.6488196,KING ST & PENN ST;  POTTSTOWN; Station 329; 2015-12-20 @ 15:45:26;,19464,EMS: RESPIRATORY EMERGENCY,2015-12-20 15:47:00,POTTSTOWN,KING ST & PENN ST,1
40.2413204,-75.2428276,BETHLEHEM PIKE & NORTH WALES RD; MONTGOMERY; 2015-12-20 @ 15:45:35;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:47:00,MONTGOMERY,BETHLEHEM PIKE & NORTH WALES RD,1
40.1793752,-75.2362381,MCKEAN RD & RT309 OVERPASS; LOWER GWYNEDD; 2015-12-20 @ 15:44:54;,,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:47:00,LOWER GWYNEDD,MCKEAN RD & RT309 OVERPASS,1
40.3909328,-75.4921248,MACOBY CREEK WAY & DEAD END;  PENNSBURG; Station 369; 2015-12-20 @ 15:49:05;,,EMS: NAUSEA/VOMITING,2015-12-20 15:52:00,PENNSBURG,MACOBY CREEK WAY & DEAD END,1
40.1723141,-75.4927278,RT422  & PERKIOMEN TRAIL UNDERPASS; UPPER PROVIDENCE; 2015-12-20 @ 15:49:42;,,Traffic: VEHICLE ACCIDENT -,2015-12-20 15:52:01,UPPER PROVIDENCE,RT422  & PERKIOMEN TRAIL UNDERPASS,1
40.1214970,-75.3399048,MARSHALL ST & RR CROSSING;  NORRISTOWN; Station 308A; 2015-12-20 @ 15:51:00;,,EMS: SEIZURES,2015-12-20 15:57:01,NORRISTOWN,MARSHALL ST & RR CROSSING,1
40.2849204,-75.2717135,ORVILLA RD & INDEPENDENCE WAY; HATFIELD TOWNSHIP; 2015-12-20 @ 16:00:39-Station:STA17;,19440,Fire: GAS-ODOR/LEAK,2015-12-20 16:02:01,HATFIELD TOWNSHIP,ORVILLA RD & INDEPENDENCE WAY,1
40.2652643,-75.6497679,RT100 SB & UPLAND SQUARE DR; UPPER POTTSGROVE; 2015-12-20 @ 15:59:35;,19464,Traffic: VEHICLE ACCIDENT -,2015-12-20 16:02:01,UPPER POTTSGROVE,RT100 SB & UPLAND SQUARE DR,1
40.0982946,-75.3751520,SIGNAL HILL RD & CROSSFIELD RD;  UPPER MERION; Station 317; 2015-12-20 @ 16:01:30;,19406,EMS: SEIZURES,2015-12-20 16:07:00,UPPER MERION,SIGNAL HILL RD & CROSSFIELD RD,1
40.0086309,-75.2423011,LODGES LN & TREGARON RD; LOWER MERION; 2015-12-20 @ 16:05:04-Station:STA28;,19004,Fire: CARBON MONOXIDE DETECTOR,2015-12-20 16:07:00,LOWER MERION,LODGES LN & TREGARON RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-20 @ 16:09:53;,19403,EMS: SEIZURES,2015-12-20 16:12:01,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.0086309,-75.2423011,LODGES LN & TREGARON RD;  LOWER MERION; Station 313; 2015-12-20 @ 16:14:46;,19004,EMS: CARBON MONOXIDE DETECTOR,2015-12-20 16:16:02,LOWER MERION,LODGES LN & TREGARON RD,1
40.1257570,-75.4576510,STATION AVE & NORTH DR;  UPPER PROVIDENCE; Station 322A; 2015-12-20 @ 16:15:55;,19460,EMS: BACK PAINS/INJURY,2015-12-20 16:17:01,UPPER PROVIDENCE,STATION AVE & NORTH DR,1
40.1248124,-75.3571815,MARSHALL ST & FORNANCE ALY;  NORRISTOWN; Station 308A; 2015-12-20 @ 16:14:12;,19401,EMS: SYNCOPAL EPISODE,2015-12-20 16:17:01,NORRISTOWN,MARSHALL ST & FORNANCE ALY,1
40.2438810,-75.6161910,HIGH ST & BEECH ST;  POTTSTOWN; Station 329; 2015-12-20 @ 16:19:26;,19464,EMS: NAUSEA/VOMITING,2015-12-20 16:22:00,POTTSTOWN,HIGH ST & BEECH ST,1
40.1692755,-75.0924557,BYBERRY RD & VILLAGE CIR;  UPPER MORELAND; Station 384; 2015-12-20 @ 16:34:00;,19040,EMS: FALL VICTIM,2015-12-20 16:37:01,UPPER MORELAND,BYBERRY RD & VILLAGE CIR,1
40.2268412,-75.2391561,KNAPP RD & WITCHWOOD DR; MONTGOMERY; 2015-12-20 @ 16:36:58;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-20 16:42:01,MONTGOMERY,KNAPP RD & WITCHWOOD DR,1
40.2413204,-75.2428276,BETHLEHEM PIKE & NORTH WALES RD;  MONTGOMERY; Station 345A; 2015-12-20 @ 16:44:35;,19454,EMS: RESPIRATORY EMERGENCY,2015-12-20 16:47:00,MONTGOMERY,BETHLEHEM PIKE & NORTH WALES RD,1
40.1285199,-75.0621559,BUCK RD & HUNTINGDON PIKE; BRYN ATHYN; 2015-12-20 @ 16:42:57-Station:STA11;,19006,Fire: FIRE ALARM,2015-12-20 16:47:00,BRYN ATHYN,BUCK RD & HUNTINGDON PIKE,1
40.1653934,-75.2829046,HARROW LN & DEAD END;  WHITPAIN; Station 385; 2015-12-20 @ 16:44:02;,,EMS: SEIZURES,2015-12-20 16:47:01,WHITPAIN,HARROW LN & DEAD END,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST; POTTSTOWN; 2015-12-20 @ 16:46:11-Station:STA69;,19464,Fire: FIRE ALARM,2015-12-20 16:51:01,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.0855923,-75.3912204,GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2015-12-20 @ 16:53:33;,19406,EMS: FALL VICTIM,2015-12-20 16:57:01,UPPER MERION,GULPH RD & KIRK AVE,1
40.1082672,-75.3062326,ANTIOCH AVE & FAYETTE ST; PLYMOUTH; 2015-12-20 @ 17:17:42-Station:STA43;,,Fire: FIRE ALARM,2015-12-20 17:22:01,PLYMOUTH,ANTIOCH AVE & FAYETTE ST,1
40.0590034,-75.1117814,EMORY LN & PLEASANT HILL DR;  CHELTENHAM; Station 358; 2015-12-20 @ 17:21:01;,19012,EMS: CVA/STROKE,2015-12-20 17:26:01,CHELTENHAM,EMORY LN & PLEASANT HILL DR,1
40.1333815,-75.4583476,EGYPT RD & OAKLAND AVE; UPPER PROVIDENCE; 2015-12-20 @ 17:25:29;,19460,Traffic: VEHICLE ACCIDENT -,2015-12-20 17:27:01,UPPER PROVIDENCE,EGYPT RD & OAKLAND AVE,1
40.1558981,-75.1219183,FITZWATERTOWN RD & EASTON RD; UPPER MORELAND; 2015-12-20 @ 17:23:40;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-20 17:27:01,UPPER MORELAND,FITZWATERTOWN RD & EASTON RD,1
40.0946197,-75.3628559,DEKALB PIKE & N HENDERSON RD;  UPPER MERION; Station 317; 2015-12-20 @ 17:30:07;,19406,EMS: UNCONSCIOUS SUBJECT,2015-12-20 17:32:01,UPPER MERION,DEKALB PIKE & N HENDERSON RD,1
40.1893840,-75.3537754,VALLEY FORGE RD & POTSHOP RD;  WORCESTER; Station 322; 2015-12-20 @ 17:29:29;,19426,EMS: NAUSEA/VOMITING,2015-12-20 17:32:02,WORCESTER,VALLEY FORGE RD & POTSHOP RD,1
40.1333815,-75.4583476,EGYPT RD & OAKLAND AVE;  UPPER PROVIDENCE; Station 322A; 2015-12-20 @ 17:32:07;,19460,EMS: VEHICLE ACCIDENT,2015-12-20 17:36:01,UPPER PROVIDENCE,EGYPT RD & OAKLAND AVE,1
40.1333815,-75.4583476,EGYPT RD & OAKLAND AVE; UPPER PROVIDENCE; 2015-12-20 @ 17:35:00-Station:STA99;,19460,Fire: VEHICLE ACCIDENT,2015-12-20 17:36:01,UPPER PROVIDENCE,EGYPT RD & OAKLAND AVE,1
40.2407819,-75.2239302,FILLY DR & POLO DR;  MONTGOMERY; Station 345A; 2015-12-20 @ 17:31:05;,19454,EMS: ABDOMINAL PAINS,2015-12-20 17:36:02,MONTGOMERY,FILLY DR & POLO DR,1
40.1594381,-75.2149290,E BUTLER PIKE & BETHLEHEM PIKE; UPPER DUBLIN; 2015-12-20 @ 17:37:46;,19002,Traffic: ROAD OBSTRUCTION -,2015-12-20 17:42:01,UPPER DUBLIN,E BUTLER PIKE & BETHLEHEM PIKE,1
40.1118752,-75.2850076,GERMANTOWN PIKE & PLYMOUTH RD; PLYMOUTH; 2015-12-20 @ 17:38:34;,19462,Traffic: VEHICLE ACCIDENT -,2015-12-20 17:42:01,PLYMOUTH,GERMANTOWN PIKE & PLYMOUTH RD,1
40.2644844,-75.6492695,RT100 NB & N STATE ST; UPPER POTTSGROVE; 2015-12-20 @ 17:40:53;,19464,Traffic: VEHICLE ACCIDENT -,2015-12-20 17:42:01,UPPER POTTSGROVE,RT100 NB & N STATE ST,1
40.1698721,-75.1373337,PRUDENTIAL RD & POWER LINE TRL; HORSHAM; 2015-12-20 @ 17:47:22-Station:STA15;,19044,Fire: BUILDING FIRE,2015-12-20 17:52:00,HORSHAM,PRUDENTIAL RD & POWER LINE TRL,1
40.1318873,-75.3001162,CHURCH RD & VALLEY CREEK RD;  PLYMOUTH; Station 308; 2015-12-20 @ 17:59:18;,19462,EMS: CARDIAC EMERGENCY,2015-12-20 18:02:00,PLYMOUTH,CHURCH RD & VALLEY CREEK RD,1
40.1262960,-75.3489930,STANBRIDGE ST & BEECH ST; NORRISTOWN; 2015-12-20 @ 18:03:37;,19401,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:07:01,NORRISTOWN,STANBRIDGE ST & BEECH ST,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2015-12-20 @ 18:06:18-Station:STA44;,19462,Fire: FIRE ALARM,2015-12-20 18:11:01,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.1326363,-75.3783270,W MAIN ST & EGYPT RD; WEST NORRITON; 2015-12-20 @ 18:10:53;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:12:01,WEST NORRITON,W MAIN ST & EGYPT RD,1
40.0870977,-75.1278274,OLD YORK RD & TOWNSHIP LINE RD; ABINGTON; 2015-12-20 @ 18:14:04;,19046,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:17:01,ABINGTON,OLD YORK RD & TOWNSHIP LINE RD,1
40.1309330,-75.4014542,EGYPT RD & S TROOPER RD; WEST NORRITON; 2015-12-20 @ 18:10:53;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:22:00,WEST NORRITON,EGYPT RD & S TROOPER RD,1
40.0837614,-75.1422046,WASHINGTON LN & W CHURCH RD;  CHELTENHAM; Station 358A; 2015-12-20 @ 18:23:26;,19095,EMS: DIABETIC EMERGENCY,2015-12-20 18:27:01,CHELTENHAM,WASHINGTON LN & W CHURCH RD,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; Station 308; 2015-12-20 @ 18:26:44;,19462,EMS: CARDIAC EMERGENCY,2015-12-20 18:32:00,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.2007544,-75.4827191,HOLLY DR & ASH ST;  TRAPPE; Station 324; 2015-12-20 @ 18:30:44;,19426,EMS: GENERAL WEAKNESS,2015-12-20 18:32:00,TRAPPE,HOLLY DR & ASH ST,1
40.1134927,-75.1633953,CRICKET AVE & PINE AVE;  ABINGTON; Station 383; 2015-12-20 @ 18:44:24;,19038,EMS: FALL VICTIM,2015-12-20 18:47:00,ABINGTON,CRICKET AVE & PINE AVE,1
40.1189549,-75.3418507,OAK ST & SWEDE ST;  NORRISTOWN; Station 308A; 2015-12-20 @ 18:43:01;,19401,EMS: RESPIRATORY EMERGENCY,2015-12-20 18:47:00,NORRISTOWN,OAK ST & SWEDE ST,1
40.1727390,-75.2999673,WHITPAIN HLS & SKIPPACK PIKE;  WHITPAIN; Station 385; 2015-12-20 @ 18:49:12;,19422,EMS: DIABETIC EMERGENCY,2015-12-20 18:52:00,WHITPAIN,WHITPAIN HLS & SKIPPACK PIKE,1
40.1119130,-75.4124312,LIBERTY CT & SENTINEL RDG;  WEST NORRITON; Station 308B; 2015-12-20 @ 18:54:24;,19403,EMS: SUBJECT IN PAIN,2015-12-20 18:57:00,WEST NORRITON,LIBERTY CT & SENTINEL RDG,1
40.1635865,-75.4824893,COMMERCE DR & BROAD ST; UPPER PROVIDENCE; 2015-12-20 @ 18:55:22-Station:STA99;,19426,Fire: VEHICLE ACCIDENT,2015-12-20 18:57:00,UPPER PROVIDENCE,COMMERCE DR & BROAD ST,1
40.1655642,-75.4743420,COLLEGEVILLE RD & ARCOLA RD; UPPER PROVIDENCE; 2015-12-20 @ 18:55:08;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:57:01,UPPER PROVIDENCE,COLLEGEVILLE RD & ARCOLA RD,1
40.1635865,-75.4824893,COMMERCE DR & BROAD ST; UPPER PROVIDENCE; 2015-12-20 @ 18:53:30;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-20 18:57:01,UPPER PROVIDENCE,COMMERCE DR & BROAD ST,1
40.2534988,-75.6864833,SYLVAN DR & JEM AVE; WEST POTTSGROVE; 2015-12-20 @ 18:59:10-Station:STA57;,19464,Fire: FIRE ALARM,2015-12-20 19:02:00,WEST POTTSGROVE,SYLVAN DR & JEM AVE,1
40.086567,-75.166432,EASTON RD & RAMP S EASTON RD TO RT309 SB; CHELTENHAM; 2015-12-20 @ 19:04:23;,,Traffic: VEHICLE ACCIDENT -,2015-12-20 19:07:01,CHELTENHAM,EASTON RD & RAMP S EASTON RD TO RT309 SB,1
40.086567,-75.166432,EASTON RD & RAMP S EASTON RD TO RT309 SB;  CHELTENHAM; Station 358A; 2015-12-20 @ 19:09:53;,,EMS: VEHICLE ACCIDENT,2015-12-20 19:11:01,CHELTENHAM,EASTON RD & RAMP S EASTON RD TO RT309 SB,1
40.1665145,-75.4721505,S COLLEGEVILLE RD; UPPER PROVIDENCE; 2015-12-20 @ 18:55:22-Station:STA99;,,Fire: VEHICLE ACCIDENT,2015-12-20 19:12:01,UPPER PROVIDENCE,S COLLEGEVILLE RD,1
40.1655642,-75.4743420,S COLLEGEVILLE RD & ARCOLA RD; UPPER PROVIDENCE; 2015-12-20 @ 18:53:30;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-20 19:12:01,UPPER PROVIDENCE,S COLLEGEVILLE RD & ARCOLA RD,1
40.1655642,-75.4743420,S COLLEGEVILLE RD & ARCOLA RD; UPPER PROVIDENCE; 2015-12-20 @ 18:55:08;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-20 19:27:01,UPPER PROVIDENCE,S COLLEGEVILLE RD & ARCOLA RD,1
40.0150463,-75.2996738,MONTGOMERY AVE & HAVERFORD STATION RD;  LOWER MERION; Station 313; 2015-12-20 @ 19:29:36;,19041,EMS: CHOKING,2015-12-20 19:32:01,LOWER MERION,MONTGOMERY AVE & HAVERFORD STATION RD,1
40.2391632,-75.3045683,VALLEY FORGE RD & BOYD AVE;  UPPER GWYNEDD; Station 345B; 2015-12-20 @ 19:36:43;,19446,EMS: FALL VICTIM,2015-12-20 19:42:00,UPPER GWYNEDD,VALLEY FORGE RD & BOYD AVE,1
40.1550603,-75.1022513,DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; Station 381; 2015-12-20 @ 19:39:38;,19040,EMS: UNCONSCIOUS SUBJECT,2015-12-20 19:42:00,UPPER MORELAND,DAVISVILLE RD & PENNYPACK RD,1
40.2387237,-75.5785160,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2015-12-20 @ 19:43:51;,19464,EMS: SUBJECT IN PAIN,2015-12-20 19:47:00,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD,1
40.2457310,-75.3416869,TOWAMENCIN AVE & SUMNEYTOWN PIKE;  TOWAMENCIN; Station 345B; 2015-12-20 @ 19:48:48;,19438,EMS: CARDIAC EMERGENCY,2015-12-20 19:52:00,TOWAMENCIN,TOWAMENCIN AVE & SUMNEYTOWN PIKE,1
40.2129945,-75.2263280,BETHLEHEM PIKE & PARK DR;  MONTGOMERY; Station 345A; 2015-12-20 @ 19:52:32;,19454,EMS: SYNCOPAL EPISODE,2015-12-20 19:57:00,MONTGOMERY,BETHLEHEM PIKE & PARK DR,1
40.1552833,-75.2642296,PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; Station 385; 2015-12-20 @ 20:05:32;,19422,EMS: HEAD INJURY,2015-12-20 20:07:01,WHITPAIN,PENLLYN BLUE BELL PIKE & VILLAGE CIR,1
40.2052931,-75.2550325,MEETINGHOUSE RD & DEKALB PIKE;  LOWER GWYNEDD; Station 351; 2015-12-20 @ 20:11:35;,19454,EMS: CARDIAC EMERGENCY,2015-12-20 20:17:01,LOWER GWYNEDD,MEETINGHOUSE RD & DEKALB PIKE,1
40.1683401,-75.2525143,LANTERN LN & PENLLYN BLUE BELL PIKE; WHITPAIN; 2015-12-20 @ 20:15:15-Station:STA33;,19422,Fire: FIRE ALARM,2015-12-20 20:17:01,WHITPAIN,LANTERN LN & PENLLYN BLUE BELL PIKE,1
40.2282316,-75.6596384,TOWN SQUARE RD & W CEDARVILLE RD;  CHESTER COUNTY; Station 3A84; 2015-12-20 @ 20:17:21;,19465,EMS: SYNCOPAL EPISODE,2015-12-20 20:21:01,CHESTER COUNTY,TOWN SQUARE RD & W CEDARVILLE RD,1
