business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
fmWyI5ec05F8PJpx3eNpLg,2012-10-06,0vCShkH7ldjJ9GXA4n7KHw,3,"A bit disappointed so writing after only one exploratory visit and a revisit for the one dish that deserved an encore.

The Ossobucco was the major disappointment, A beautiful Presentation that lacked flavor and was past overcooked. One of my favorite dishes when prepared correctly, but they just missed - badly!

On the plus side the Gnocchi were little pillows of wonderfulness! Reminded me on our neighborhood  ""little Italian lady"" who made it for me as a child over 60 years ago and was, until now, the very best I have ever had. This version was very close and was served with a wonderful four cheese white sauce (calorie free for certain!). The Caesar Salad was a decent rendition but nothing I have eaten here approached the Gnocchi, unfortunately.

Worth the trip for the Gnocchi alone!",review,Phj1jHdpcPPBE1hNg9-Tqw,0,0,0
-fsCfTYEnJ4s6yStgBnQig,2009-03-18,RWQ44U4aLBnmxy8l_zrFEQ,1,"If it wasn't for the bad food I would go here more than once or twice a year.  The meat was dry and tough in my first entree and not edible in my second. Now when my wife drags me here to watch a movie, I order a salad only. Because they do catering, I have a suspicion that they serve up left over food from catered events to their restaurant customers.  

The service is OK. They have a couple of generic draft beers. Everything is overpriced.  Caveat Emptor if you order an entree.",review,3XyuBpNbvrHukaEJyWBAsw,0,0,0
wNUea3IXZWD63bbOQaOH-g,2011-07-20,sFxTS1_APzl9GCnn0E1LiA,2,"Never. Again. *hork* 

I have been to this location a couple of times. My friends LOVE this place, and I really wanted to at least like it. But here I sit typing out my review and fighting the urge to double over the trash can at my desk. I can't remember the last time I felt so sick! 

A few things about last night's dinner stand out...as negative. But I'll start with the positive, which bumped the review up from 1 star to 2. 

POSITIVE: 

Our waitress was very friendly and chipper. 

NEGATIVE: 

But alas, it was not enough. We ordered edamame, 4 rolls and a couple of sake bombers...um...but the ""shot glass"" was too big to fit in the glass...so that no worky. 

The waitress asked if we wanted everything to come at once or if she should bring them out as they were prepared...we chose the latter... 

1) we never got our edamame, 

2) it took 30 minutes before the first roll came out (with no wasabi or ginger??), the next 2 rolls took an additional 30 minutes, and the 4th roll was about 5-10 minutes after that... 

3) the spicy yellowtail (roll #3) had obviously turned, it smelled like bad fish, which I unfortunately didn't realize until it had already made it's way into my mouth...I felt instantly sick and haven't been right since then, which means I didn't even get to enjoy a taste of the 4th roll because I didn't trust it anymore. 

POSITIVE: 

She took the yellowtail off our bill...which seems like it would be a no-brainer, but you never know these days. 

NEGATIVE: 

No apology for serving us bad fish, and no acknowledgment from the mgr on duty, which should be standard operating procedure at a restaurant. 

Also, the acoustics are not conducive to having any sort of conversation. The music was at a decent level, but for some reason, the place is just REALLY loud. 

And finally, and this is just a matter of personal preference, I'm not a fan of the seating arrangement. It's set up in a way so that you are rubbing elbows with other parties and unable to avoid being all up in their kool-aid... 

POSITIVE: 

For the moment, I'm still alive (which feels like a negative right now, but I'm hoping that this current wave of nausea will be the last).",review,2KNPtV5E44vAiEr5BvMkUA,3,2,4
e1TRaM2GZq8qBFogZaNklw,2012-08-22,cHiH_DWMj_nrXiUR31kexA,3,"Like many of my fellow Yelpers, I too take issue with the ladies at the MAC counter, but not necessarily Nordstrom's as the ""store.""  After using my pressed powder compact to the point of ""crumbs,"" I prepared for battle and a trip to the mall.  But, before leaving home, I checked my email for sales and specials.  What I discovered is the best thing ever!  Yes, this is drum roll worthy - so start tapping!  Nordstrom's offers FREE shipping & FREE returns!  Every item on the website regardless of price can be shipped to your door for (in case you didn't get it the first time) FREE!  Needless to say I put down the sword, took off my armor, and ordered my compact online.  I am now ""crumb-free!""",review,EabJsW5sDkfUx0WIhqlJeg,0,1,1
Zh_y9AmSfWZpR2JB9wye-A,2012-07-28,anNiMqPrpbsmxGaKpX3rRA,2,"Hella, hella pretentious and offering food not at a level to back that up, imo~ No complaints, but nothing worth coming back for.

Really bland tacos, bland beans with tacos, decent portions, nice martinis/cocktails. Lemon tart was lemony. Mushroom pizza was mushroomy. 

Pretty stock Safe White Yuppie Food menu aimed at hitting every upper-class food trend on the map right now. Nothing gets people going like making them feel green AND worldly!

Good wait staff, hostess was not on the ball so much, it was a Thursday night near closing time and there were toddlers crawling on top of some tables on the patio and other such perils of family dining. 

Not a place that I will go on my own or drag my husband to. I understand the appeal for some people, bless their hearts, but this place is just too boring to waste calories on.",review,W9h1ufjEzDp7THyAqRw65g,2,4,3
6nseTZb6WrGWcithRThfag,2009-07-31,85TTjXjzjOej-M5EOLLbEg,4,"So I started this review over a month ago, and I still can't get the Duck Breast Tacos out of my mind.

I don't remember much else at this point, except I got the Lazy Enchiladas and they were great too. But M got the aforementioned tacos, and their tender smoky goodness haunts me.

I need to go back as soon as M gets home.",review,yGs16xQiN3dLo03OQyto8A,1,1,1
eHC_xNrT1SkJyC2oncJlhw,2008-08-28,l-EBLrFAVyESzYqbo5LKBg,2,"We went here for the fabulous UYE. As the restaurant is often empty, Julia though it would be good to give them some business...but in the end it was our group that ended up being given the business. The words highway robbery come to mind, but I guess we weren't really on the highway. The prices listed on the menu really didn't seem that out of line, a bit on the pricey side but nothing alarming. Our waitress slyly sold us a kazillion dollars worth of appetizers that were not on the menu. We got 4 plates which consisted of 4 individual sauces with some stuff in them...one had shrimp, one had chicken, one had pork, and one had chihuahua. Oh wait, I think that was the cheese on top. Anyway, the plate with 4 tablespoons of sauce was not worth the $25...oh wait, we got 4 of them. The waitress also managed to slip two orders of guacamole in on us for $11 a piece. As far as the entrees are concerned, the portions were small and the food was kind of meh. The mole was way too sweet for my taste. The biggest bummer of all was NO BOOZE! The $120 worth of appetizers would have gone over much better if they were washed down with some frosty margaritas. A couple of pitchers and they could have slipped us some $100 flan.

Regardless of the price and the mediocre food, it was well worth going for the amazing company of the awesome Phoenix Yelpers. I don't think I would go back for the food though.",review,ytr46wNbedr8-iqSZngl8g,3,3,3
_ISHH8x8Qe6IoVTQWegbpQ,2012-05-29,TsFuefVgomHNrm_sQBJOdg,1,This was absolutely horrible. I got the supreme pizza with the mystery meats.  I threw it in the trash. I will wait until I get to my destination to eat. Horrible!!!,review,DRw2GfcyTo8wjx2G27NxlQ,1,2,0
E0DwaRvT_QlMwBU679xSCA,2012-06-22,hYSsjM3d_IEZTHa2q62iNA,4,"I'm a sucker for popcorn, so when I saw a ""now open"" banner along with the ""My Popcorn Kitchen"" sign today, my car swerved around the parking lot and grabbed a spot right in front.  I swear, it was out of my control!

It turns out, today was the first day this adorable little popcorn/candy shop was open... so lucky me, I get FTR (first to review)!

Kim Brush, the owner, was front and center, and welcomed me as I walked in.  She also had a team of people working there that I assume were all training.  They were friendly although it was obvious that I was one of the first customers, so it took longer than necessary to package up my small bag of kettle corn.  The customer before me appeared to have been waiting awhile on her large bag of Puppy Chow (which looked pretty amazing).  The kettle corn I ordered was just the right balance of sweet and salty.  I had to dig deep to exercise my self-control and not demolish the entire bag in one sitting!

I took a menu to go as well, and now as I look at it, I can't wait to go back to try more of the unique gourmet popcorn flavors.  Not only do they have the basics (Buttery and Low Salt), but they have all kinds of savory flavors including several different cheeses, Dill Pickle, Salt & Vinegar, and Southwest Jalapeno.  If you're more of a Caramel person, they've got you covered as well, and of course there are a rainbow of Fruity Delights and Decadent Chocolate flavors too!  Popcorn Bags come in all sizes from Mini to Party and range in price from $1 to $149.95.  You can also order tins, boxes, and/or pots of popcorn and this place ships anywhere in the U.S.A.

Congrats on your Grand Opening, My Popcorn Kitchen.  Let the popcorn parties begin!",review,fczQCSmaWF78toLEmb0Zsw,12,12,6
ut-kla-EA23nJOij_dcL0Q,2008-10-04,HGlLM4J1U-xJBgP1-_jmXA,3,"Maybe I'm being generous, but CPK is an okay place for unique pizza. I've always enjoyed their Santa Fe pizza, but this time I thought I'd try their Greek pizza. It was o-k. Nothing special. Too many veggies, without enough meat, cheese and Tzatziki sauce to counter-balance it. 

What really bothered me was that they sat my sister and me right behind the kitchen. I don't think they should even have a table right there. I saw everything that was going on in there. Plus, I kept hearing the servers complaining to their boss about shit. One girl was saying something about another server ""not liking her."" I felt like I was in a high school cafeteria. And, to top it off, it was FREEZING in there. It is never a good idea to have it soooo cold, that your patrons want to get the hell out of there to warm up!

But, besides my few complaints, it is a fine establishment, although it could definitely improve. I'm sure I'll go back again. But, maybe the next time,I'll stick with my old stand by -- the Santa Fe.",review,oIVsVM8H273aoT1JUmsDIg,2,4,1
UL3OMN_c-NXHlyb97pDifA,2010-05-13,soA1xb5ug18f0Mb_sDwaVQ,4,"This was another stop on our pub crawl and I only had one drink here so I don't have too much to go by for rating, but they had a nice selection and the cider realler hit the spot.  They had a nice big patio outside that accomodated a ton of us and when the birthday boy was ready to leave, the waitress tallied everything up nice and quick.",review,qABKRj1ggJmtvrL9FMFtuA,0,0,0
OEWW22gUG_JADQ3h4ajXtg,2011-09-10,hyjUG1baYa-q25xsoLedqA,5,Have alread posted a review but had to add that a friend at work ordered vegan chocolate cupcakes for my birthday and they were sooooooo delicious!! All my nonvegan coworkers LOVED them.,review,OOYZNIBX1Qp7fUF7IVpXog,0,0,0
AqbgC7Gul5Es1rRzGNLDFA,2008-06-10,WRBYytJAaJI1BTQG5VI8oQ,1,"Yeah...notsomuch.

Sprinkles is sooooooooo not worth the wait . Or the chaos. Or the hype. Or the attitude from the morons who work there. Other things that are terrible about Sprinkles include...

- The cupcakes are not that great. I ordered two. The vanilla was okay, the cinnamon was dry and chalky and I really disliked it.

- This place is a disorganized mess. 

- There is no rhyme or reason to any of the ordering process. My friends and I were carefully watching the ordering process and we actually think they decided to choose the dumbest and most irrational methods to take orders and dispense cupcakes. Just stupid.

- The owners must have purposely only hired people who cannot think for themselves or make decisions. No sane person could possibly work here without being like ""um...there might be a better way to do this...""

- Also, the employees were rude. Did I mention dumb?

So get this: I attempted to order a bottle of water. I told the clerk it's 100+ degrees outside, I walked there and I'm realllllllly thirsty. The idiot at the counter told me ""You can order a water here but you must wait for your name to be called to receive the water and pay for it."" I pointed out that the water was RIGHT THERE and there wasn't anyone currently paying or using the register. Couldn't she just sell me a water? She said ""NO"" and proceeded to WRITE DOWN MY ORDER (just the word ""water"") on a cupcake order slip. She then told me to stand there and wait for my name to be called so she could HAND ME THE WATER and then ring me up.

I was all sorts of thirsty and all sorts of moody that day so I got really ghetto on her ass and was all like OH HELLLLLL-TO-THE-NO!"" 

I said ""It's quite simple. Just hand me the water and I will hand you money. End of discussion."" (There are the actual words out of the mouth!)

She looked really mad and also possibly terrified of me and my 5'4"" 110 lbs of fury. Thankfully she handed me my water so I did not have to stab her. Which was good because I was waaaaaaaaay too thirsty to stab anyone. 

I must be properly hydrated in order to commit crimes of passion. And I'm mad crazy passionate about my cupcakes, yo.",review,g84VjttN28PWiv_WtdhnSQ,17,20,30
8lHJm7hAlfsUNbVb3YaSMA,2009-02-18,4XqFXkL3cjd22fZH2KU-Hw,5,"The BEST SPORTS BAR in chandler hands down!! A great place to meet friends and even bring the kids!! The owners are always around to ensure ur experience!! TV's everywhere, if you love sports and beer this is the place for you!! The nob has events all week and food specials to go along... the ribs are amazing!! however the GYRO is good as it gets!! The best gyro in the valley you can write that one down!! and the wings... once you pop u just cant stop!!

HOB NOB SPORTS BAR & GRILL cheers to you!!",review,aXPNzAxz2JWrjelJdjdfqQ,1,1,0
52QtjHlHoa7V611bOvv1aw,2010-05-16,IZvHtSx-eeLZv0F6rimZzw,5,"Beautiful restaurant! Terrrific service! 

Wonderful, fresh and authentic cuisine - what more can I say but don't miss the Carpaccio!",review,U4E0mci8eBfGlwFLWo2cIA,2,2,0
24V8QQWO6VaVggHdxjQQ_A,2008-01-14,VOHKdym9kQuC7etKBtXZvQ,4,"I wanted to check this place out as I had got my mother in law a gift certificate for here...  It is what appears to be an old farmhouse that was left standing in the middle of Scottsdale busy city life..  The inside is very charming, like stepping into someone's home with all the good smells of cooking.  We didn't make reservations and since it was a Sunday, knew we were pushing it, especially with the after church crowds.  But as luck should have it, was able to sit outdoors and was such a nice sunny day, was great.   I had the Chicken, wild mushroom and leeks crepe..was that ever heavenly!  My husband the strawberry chicken salad, which he also enjoyed..  One thing that drew my attention was that there were a lot of women senior citizens...very well dressed ones...obviously part of the Scottsdale upper crust..I think we were the youngest ones in there.. Next time I'm back in Scottsdale will have to go back..",review,rY0T1Sx-kSeSHgnPbLOA1g,3,1,0
BFZHdg2TRrgw56CyqkSryA,2012-05-24,-fX_t5IE1Ca_FqePEiNy7A,4,"Lunch review:  
Great quick lunch options. I'm a big fan of the lunch salads.  They are very filling (paired with the free chips and salsa!!)  My favorite is the Chipotle Chicken Salad (Mixed lettuce, black beans, roasted corn, cheese mix, pico de gallo topped with grilled chicken)-- it's only $6.99.  The spunky chipotle dressing is delish.  There are also several lunch-sized versions of dinner plates available for diners looking for a heartier meal.  The service is always friendly and were are able to get in and out in less than an hour, which is very convenient during a busy work day.",review,IbNzF_SIdZioYbLnL6F5Vw,0,1,0
-9pVS__IliMA2aNEYzrQrg,2011-07-31,bn2OLRVHRlquGcSp_9KNIQ,3,"came out last night with a few friends. The bar was cool, but I'm really not a fan of the crowd in Old Town. The drink prices were not bad, but it was a blast dancing outside. Overall a pretty cool spot.",review,gcyEUr4DXcbjnGRAWFtfAQ,1,2,1
0Xz7umPUtAxf6JMHwybnmg,2012-10-05,-d5xJozQi6bNH1mchDjekg,5,I've always been treated well @ D'ambrosio's despite my not exactly being 'N Scottsdale plastic'. :),review,1m8rFe-BCr6qHSMoV5KkUw,0,0,0
uf4AWTEI6RmRUXx-28MZsg,2009-03-15,wExRQGQ_gdBRLwf5c28mhw,5,"Ben & Jerry's is still the best chain ice cream shop! The employees are always helpful and polite, and their flavors are just outrageous! The smell of the waffle cones and waffle bowls wafts out the doors as you walk by, and you can't resist. Whether you go for new flavors or classics like Cherry Garcia and Phish Food, you can expect the most flavorful ice cream with the perfect consistency.",review,OQMOgqS1NFIyAW4i66iDYA,2,2,1
FUI-hWH_bpis7AKZTWenUQ,2009-12-18,mMpcnn605-joiWZvMPlo9g,4,"Sit at the bar, order tacos and sangria. you will not be disappointed.*

*you might be disappointed if you do not like techno music and a wide variety of alternative relationships being showcased around you. If you like to eat/drink and have a little social interaction and have an open mind, then this place is for you.",review,idSvgXVCamuEwbL3sp9O_A,0,1,1
fjHUnUP1Lt-YAbeWUx2LrQ,2010-03-18,1i6z7SFTabmLRT_WAtUHbA,2,"Not the WORST place, but nowhere NEAR the best place, I've ever been.

Went in, back in January, for a dinner around 9:30, on a rainy night with my beau. It took 15 minutes for our waitress to stop, acknowledge our existence, and take our drink order. By that time, we had decided our food order, and gave her that, too. Another 10 minutes later, we received our beverages. another 25 minutes later, we received our order, and my chili cheese fries were decidedly bland, while his hamburger was worse than McDonalds. Minus that his regular fries were actually good.

I'm pretty sure that will be my only experience at SPS's. The decorations were pretty awesome though.",review,Sve2h1r-jOyaoGY2GYL0WA,0,1,0
jqZKv-7F54guDLalXEjHxg,2010-08-05,g5HDYPyaKomPtMTAAiAtGg,4,"Went there for the first time today.  Excellent burger, and all the extra's on the burger are free which is pretty nice.  It was just over 10 bucks for a cheeseburger, regular fries, and large drink. The food was excellent.  I ding it down to 4 stars though, just because anything this good has to be unhealthy, and its definitely greasy.   The grease from the fries saturday my brown paper take-out bag.  They also squished the top of my bun pretty bad when wrapping it up in tin foil.  I'm guessing if you eat there, you don't have this problem as much.  Still, 4 stars for an excellent burger and fries place.  Definitely a step up over In-N-Out.",review,L-O1rmPXJ3ihCnfgJIigbQ,0,0,0
SMpL3z4FLF07bRA6-y22JQ,2011-04-17,jkwsq63XsDOIx-lOHx-rHg,5,"Did you know that Malee's on Main offers cooking classes!?  They offer them twice a month during tourist season and once per month during the rest of the year.  I attended two weeks ago, and it was OUTSTANDING!  Not only did we learn to cook Thai (which, incidentally, it was significant to learn that Thai gets its flavor by layering is sauces), but we were given the recipes for some of the signature dishes, served tastings, a meal, and wine pairings, and we were even given goody bags.  It was a great way to spend a Saturday afternoon with another foodie!",review,NLDDaat42UQXQCOpU4e2TA,4,5,2
gFDTSqVdeuAGA-mzWEP2rQ,2012-09-08,9xub6R8ZkVac--CiNEO3dw,4,You know......first when my girl dragged me here....i thought it will suck. Once I stepped in....well....BAM! Interesting colors fill my senses. I do appreciate the set up of this place and the quirky items I found. So yea it is a chick store but still managed to entertain me.,review,iJUVamUkqL6VfEMfyQoujw,0,0,0
SMpL3z4FLF07bRA6-y22JQ,2011-02-23,RxVtyynTn5_MrxKFZkvTaw,4,"This review is for the cooking class...
I was told about this class by my favorite Thai joint in Chandler. My mom and I went not really knowing what to expect.
The class is held on a Staurday. When Chris called to confirm our reservation he made sure to let us know that a cab my be needed to take us home...sounds good to me.
The classroom is small seating about 20 people at the most. There were mimosas waiting for us. 
The class started with introductions to the variuos Thai cooking ingredients. I found this information so interesting. How do you know which fish sauce to buy, what the different pastes smell and taste like, how to grow your own Lemongrass and so much more. 
We started by making Siamese Kisses. It was all hands on and really fun. The next was a fresh red curry paste. Then we compared the fresh to the store bought brand. What a difference!
The Arizona Heatwave was next. So Delish. The final dish was Asian Pumpkin Custard.
We tasted everything along the way and then they served us HUGE portions of the items for lunch with a Champange paring.
The Chamange paring was also very informative and the pours were never ending. He was right about having a DD lined up...
The staff really cares about the food they produce and will make any dietary adjustments you may need.

I really had a great time.",review,0o0VMEJeQY0pAAZ9nxErBA,3,3,1
LxNehlnStQY_rxEwiPof_g,2011-06-01,PNHcsA9aGOjDQkT_lSSbmw,5,"Even though I've rarely had anything else on their menu except for hummus, I highly recommend this little greek hot spot. They have tons of regulars because the food keeps them coming back. The hummus is to die for (it only comes with one pita however, so I always order 2-3 extra). I have also tried their veggie gyro which is great. I have brought many meat-loving friends here and I've never heard anything but great things about their experience with their food. 

The staff is completely Greek. They are friendly in their own unique kind of way. Because I usually saunter in with a drink from Starbucks (same parking lot), the female owner assumes I work there and she always asks me how business is going at SB. I corrected her the first few times, but she continued to ask, so now I just keep it going and tell her it's going great but that I hate my job (because I'm assuming I would, if I worked there). I love her personality...very intense. Never smiles, even when a smile would be just right. But she is still very kind. Always look forward to seeing her and eating her food.",review,SWoWXML68esw-UhHRjLBQQ,1,1,1
kfscAJnLVf6J2uEte7g-5A,2012-08-12,REryGbDQ8raf84FpUCo7SA,5,I came here hoping to catch brunch but I guess it ends at 11:30am or 12pm. Luckily the lunch menu looked just as tasty. We ordered the Luau pulled pork sandwich (the jalapeno cole slaw gives it a nice kick) and the Monte Cristo (french toast instead of regular bread slices = delicious). Service was friendly and attentive. The dining area is decorated like a household- very comfortable and clean.,review,_YFr0NsiulAoUOAtARP_Xw,1,2,0
AZq_SBJsqsleJkQCksYsjg,2012-09-16,MhQ19Fb3mbxL7fcrLjPNxA,5,"My husband and I enjoyed a ""staycation"" here for my birthday. We had an amazing time! We took advantage of the great happy hour specials at the poolside bar and at the Sangria bar. The Sangria bar had billiards and a card table. They also had a wonderful Happy Hour menu where everything is $5. Excellent hamburgers and margaritas. We enjoyed a beautiful  dinner at Palm Court and a breakfast buffet at Vista Verde. We took advantage of the free bike rentals and the exercise facility. The staff was amazing and very accommodating. They have definitely earned our business and will refer our friends.",review,Rj3LpeiJUPYBC8L_Xy6cBQ,0,0,0
Y-NqaDy_1bb-Y5dQ33x-Pw,2008-07-07,30k1pU5P4EJYhIRxookf-w,2,"First of all, the hours, this place keeps the most absurd hours for a restaurant serving 50,000+ students and faculty.  I cannot tell you how many times I've walked over to get a sandwich and Sacks has been closed.  They open sometime in the morning and close at about 2 or 3 in the afternoon, I can't report definitively what the hours are because they do not list them on Sacks' website, apparently they are trying to keep it a secret.  I understand a sandwich shop in downtown Phoenix keeping these hours, but here is an update for the owners of Sacks: ASU students and faculty do not keep bank hours.

The quality of the food is substandard but the sandwiches are priced reasonably.",review,ykg3-2C-8Vv3K4mVj1iSfA,0,0,0
tr4L9VWmPGZtdBD-L2Pofw,2011-06-20,mRYtZxroWxERkoDhEFnjTg,2,"I had Smashburger for the first time a couple of days ago and I was not impressed. My burger was way too greasy. The smashfries were good but they were greasy as well. I'm not expecting for my burger to be dry but there is a major difference between juicy and greasy and they crossed over into the land of the grease. And they were heavy handed with the salt. Unless I want my sodium intake for the week in 1 day, I would suggest that they move away from the salt.

They are similar to Five Guys in that they have no combos but they have more options. I can see what the appeal is and maybe the cook was having a bad day but between the grease and the salt I will not be going back unless I have a death wish.",review,K5oJ9aQth_Ltg3Awgjy-wA,0,2,0
lVkDZZ8sTafPlq7f1i5row,2010-07-02,GrF1BYTZl2mYjT0SjQNCyw,5,"Okay, if you actually like the taste of good whole foods and fresh ingredients this place is an Oasis of goodness. If your looking for a place that says they make natural foods but uses 2nd rate ingredients and comes up with recipes to hide the fact by using spices to cover it up your better off going somewhere else.
My family took me here when we were visiting, and it is wonderful. I had the Pesto Presto sandwich and it was divine! I also tried my family's strawberry fields salad and Arizona rolls. They were all really good. The vegetables were fresh and high quality and the price for the portion and quality was a good price.
I was amazed that they had a couple of options for people on the raw foods diet. The juices are different, but surprisingly refreshing.
This place is a great example that eating well and health can be tasty and satisfying.",review,2-GIaS8Bc4MHqzXHLQY9Ew,1,1,0
L9UYbtAUOcfTgZFimehlXw,2011-07-27,J5kIrC9Sx8il8DZkOhVOgQ,5,Just perfect !!!  For what it is!!!  Down to the Edison light bulbs from rejuvanation!!,review,l2srZt-GNvF7tMotR_VyAw,0,0,0
niPFXq4r2mc0zFlOpWV3Eg,2011-08-15,eRm_2IWGdWO8BgkAF1N78w,2,"Years ago, and I do mean years ago, their Mill Avenue location in Tempe, was outstanding.

As they expanded, the food along with the total expierence has gone DOWNHILL, big time.
Why has this happened ... they're doing franchising.  

I'm suggesting a name change:
""My Big Fat Greek Disappoinment""",review,3nUQ4xbLlySDbkE03nyp-Q,0,2,1
q-qjZDKcBdDRuIUxj7b97g,2012-03-18,ghR3ui-7gHOk-Cq1BKNVWw,3,"The experience we had was just fine.  Food, service and wine list were all good - salad bar was good too.  I am not sure if I'd go out of my way to go back though.  There are a lot of trendy and fun places to dine in the Scottsdale area and this one seems to be like the ""Grandfather of Scottsdale Dining"" - older and almost antiquated.",review,W9ZG5q-QIblXYeHgaPS5Uw,0,0,0
ZCE_ZHlZGpWPGICWpGNrdQ,2011-03-30,3QWrztGoYGxma0yPV5wdXQ,5,"It's a beautiful day.  Clear sky and around 65 degrees in the late morning!  What to do?  My little guy had been riding his bike without training wheels.  Woo-hoo!  Is he ready to go on a dirt trail?  We're gearing him up to go mountain biking up North.  Hubby suggested Riparian Preserve.  It was an excellent choice.  

""This is awesome!""  my little one exclaimed, as he bounced up and down on the trail.  Then, he'll just stop right in front of me without warning.  Five year olds get distracted so easily.  ""Is that a wasp?  Look at that hover fly!  What kind of ant is that?  What kind of beetles live here!""  asks my little future entomologist.   We'll be taking some tours and classes the Riparian offers soon!

My little one did bite the dust several times due to some excessively gravelly paths.  He learned to either walk his bike over or slow down a bit.  Such a sport!  ""Let's come back here again.,  That was fun!""  It was fun for us too!

We're so lucky we live not far from here.  It is a very well maintained park.  As it gets hotter, we would walk and feed the ducks in the morning and spend the rest of the time in the Regional Library.  I highly recommend you check this place out.",review,c3yJNjz_K--z4CIpR7yhvQ,3,4,3
ASfFd5hKoG6QF6H3id2l0A,2012-07-07,YpGfn3_39otBIklxjp1U2w,2,"Not impressed. The young lady behind the counter aked like she could care less about my 15 shirts I had to drop off. I had used them before and nobody ever smiles at you. When I asked about pricing and how they protect shrinkage she said "" we can't guarantee anything"". Well, I can guarantee I will be goping elsewhere. You would think based on how expensive they are that they would care more.",review,yUrJNGlx8V10dRAvdh3ZFw,0,0,0
qSLdUiI2edATC3KBT2zf4Q,2011-06-15,rjL18zsmqUU00_cgQwcv-Q,5,"The Thai menu is totally amazing!  I had the Panang; and the coconut curry was to die for.  I have been mistakenly driving past this wonderful place for a year.  Do yourself a favor, try Na Rai, you will be so pleased  you did. 
They have a lunch menu as well.",review,eqpoFHtDafP6XBv5ClufLg,0,0,0
1O4M8H5g3vdrzg9WcLeGsg,2012-07-25,3qfRlR1G3tea0oy-1BZUQw,4,"First, and most importantly, every person I've met at QC Vet Clinic has been super!  They are caring and wonderful with my dogs.  They are never too busy to smile and give great service when I come through the door.  They have even taken time to share stories and pictures of their own pets.

Second, they understand that some people must take a fiscally conservative approach with the care of their pets.  They discussed all options thoroughly with me and I performed the care that was needed a little at a time -- as it was needed.  This was important to me since many vets that we've visited in the past have handed us an estimate for hundreds or thousands of dollars and wouldn't budge -- insisting that we HAD to do ALL the work listed.  At QC Vet Clinic, I didn't feel like I was judged for that decision.

Unfortunately, we had a small mistake that I discussed with the vet.  She listened and gave appropriate feedback to my concerns.  This is really the only thing that is preventing a 5 star rating.  Overall they are still the best vet I've visited and I will continue to put my pets lives in their very capable hands.

BTW, we had to have a pet put down because he was ill. The team at QC Vet Clinic was absolutely the best!  They were so empathetic and even sent us a sympathy card with a little surprise inside... I won't give it away, but it was so very special to my family.  It's the little things in life that fill our hearts...thanks QC Vet Clinic!",review,SZN_eQkeLii4VUkjupS9UQ,0,0,0
QxEUzbLfCTXF6gHWJegWgw,2012-08-23,QNX3-6wuBmVEggl7w084dg,1,I (like others) am at a loss as to why this place has such a good overall review. tasteless and awful,review,d1vSOBq_RauHGpCh7VN7KA,0,0,0
SMpL3z4FLF07bRA6-y22JQ,2007-11-13,gjWVccNw6kB2UycZAEzyQg,4,"I hate to find out that there was another location closer to where I was.  It doesn't matter because it was worth the trip.  I ordered pick up because I was by myself and wanted to a bit of exploring.  The place has a nice casual ambiance.  They also have an outdoor seating area.  I ordered the pad thai that comes with chicken and shrimp as a standard.  Since it was lunch time, it was part of the lunch menu that came with a choice of soup or salad.  I chose the soup, but was too stuffed to have it because I jumped right into the pad thai.  I ordered it medium spicy, and it was pretty spicy.  I can't imagine what hot would have tasted like.  Actually, I'm more curious of what it would have tasted like in a mild flavor.  The noodles were slightly overcooked, but still flavorful.  I also had the Thai Iced Tea here, and it was perfect for the weather and a great combination with the tangy pad thai flavor.  The prices are expensive compared to Chicago, but I hear it's typical for Phoenix/Scottsdale area.  My lunch speciai and drink costed me a little over $15.  I guess if you are craving it that bad like I was, you'll pay the price...",review,jfXT_8J_EQnJVa4sJ3z6hg,2,1,0
5weJ3DRKwvQ9claomkYq9w,2011-07-21,rqfTcaa2IvVUfeXituCqoA,4,"I am a little finicky with pizza. I don't think Venezia's can be beat (for Arizona pizza).. Since bitches are crazy, and make you move out of the house you practically built for them... I no longer have a Venezia's near me. I moved to Chandler with eyes scouting for what could be my new pizza joint. Fox's Den caught them quickly. I ordered a large 2 topping pizza with 10 hot wings for pick up on a Wednesday. My order was 10 bucks! Now.. this is not the best pizza ever, but it kills your major pizza chain any day. I highly recommend trying these guys.",review,GMkF0yJWwFRVO9kiGOcojQ,0,1,1
